mp_id,full_name,club,mandate_status,district_number,okreg_nazwa,emails,image_url,wybrany_dnia,lista,liczba_glosow,slubowanie,staz_parlamentarny,data_urodzenia,miejsce_urodzenia,wyksztalcenie,ukonczona_szkola,zawod
411,Małgorzata Wassermann,PiS,aktywny,13,Kraków,Malgorzata.Wassermann@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/0D28F75E333B3A7CC1258A51003BA27A/$File/411.jpg,,Prawo i Sprawiedliwość,125786,13-11-2023,poseł na Sejm RP VIII i IX kadencji,16-03-1978,Kraków,wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Prawa i Administracji, Prawo - magister (2002)",adwokat
412,Michał Wawer,Konfederacja,aktywny,33,Kielce,Michal.Wawer@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/789234FD841EF986C1258A51003BA281/$File/412.jpg,15-10-2023,Konfederacja Wolność i Niepodległość,18300,13-11-2023,brak,01-04-1989,Warszawa,wyższe,"Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (2013)",radca prawny
413,Maciej Wąsik,PiS,wygasl,16,Płock,,https://orka.sejm.gov.pl/Poslowie10.nsf/0/2691B510B725065BC1258A51003BA285/$File/413.jpg,15-10-2023,Prawo i Sprawiedliwość,24033,13-11-2023,poseł na Sejm RP VIII i IX kadencji,16-10-1969,Warszawa,wyższe,"Uniwersytet Warszawski, Wydział Historyczny, Archeologia - magister (1994)",archeolog
414,Marta Wcisło,KO,wygasl,6,Lublin,,https://orka.sejm.gov.pl/Poslowie10.nsf/0/F9A9DE9C78BA46DEC1258A51003BA28A/$File/414.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,68449,13-11-2023,poseł na Sejm RP IX kadencji,26-02-1969,Kraśnik,wyższe,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Artystyczny, Artystyczna - magister (1994) | Lubelska Szkoła Wyższa, Zarządzanie Placówkami Oświatowymi (2012) - studia podyplomowe | Lubelska Szkoła Wyższa, Wydział Pedagogiczny, Pedagogika (2012) - studia podyplomowe | Lubelska Szkoła Wyższa, Zarządzanie Zasobami Ludzkimi (2019) - studia podyplomowe | Politechnika Lubelska, Wydział Zarządzania / Katedra Ekonomii i Zarządzania, Master of Business Administration MBA (2022) - studia podyplomowe","menedżer, przedsiębiorca prywatny"
415,Rafał Weber,PiS,aktywny,23,Rzeszów,Rafal.Weber@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/FDFF4932277EA622C1258A51003BA28F/$File/415.jpg,15-10-2023,Prawo i Sprawiedliwość,31349,13-11-2023,poseł na Sejm RP VIII i IX kadencji,01-09-1981,Tarnobrzeg,wyższe,"Wyższa Szkoła Prawa i Administracji, Wydział Prawa i Administracji, Prawo i Administracja - magister (2007)",prawnik
416,Marek Wesoły,PiS,aktywny,31,Katowice,Marek.Wesoly@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/E873316BAEB4DE3EC1258A51003BA293/$File/416.jpg,15-10-2023,Prawo i Sprawiedliwość,9915,13-11-2023,poseł na Sejm RP IX kadencji,03-05-1972,Ruda Śląska,wyższe,"Uniwersytet Śląski, Wydział Teologiczny, Teologia - licencjat (2003)","nauczyciel, przedsiębiorca prywatny"
417,Joanna Wicha,Lewica,aktywny,20,Warszawa,Joanna.Wicha@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/66D9204DCC660075C1258A51003BA298/$File/417.jpg,,Nowa Lewica,15324,13-11-2023,brak,09-10-1966,Biała Podlaska,wyższe,"Liceum Medyczne, Pielęgniarstwo (1986) | Uniwersytet Warszawski, Instytut Stosowanych Nauk Społecznych, Socjologia - magister (2003)","pielęgniarka, socjolog"
418,Patryk Wicher,PiS,aktywny,14,Nowy Sącz,Patryk.Wicher@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/E267950047B826B1C1258A51003BA29D/$File/418.jpg,15-10-2023,Prawo i Sprawiedliwość,18604,13-11-2023,poseł na Sejm RP IX kadencji,09-03-1986,Nowy Sącz,wyższe,"Wyższa Szkoła Biznesu NLU - Nowy Sącz, Wydział Studiów Politycznych, Politologia - licencjat (2008) | Wyższa Szkoła Biznesu NLU - Nowy Sącz, Wydział Studiów Politycznych, Politologia - magister (2010) | Państwowa Wyższa Szkoła Zawodowa w Nowym Sączu, Studia Przygotowania Pedagogicznego (2010) - studia podyplomowe | Wyższa Szkoła Przedsiębiorczości i Marketingu w Chrzanowie, Menadżer ekonomii społecznej (2011) - studia podyplomowe | Wyższa Szkoła Biznesu NLU - Nowy Sącz, Wydział Przedsiębiorczości i Zarządzania, Zarządzanie i Marketing - magister (2012) | Wyższa szkoła Biznesu i Przedsiębiorczości w Ostrowcu Świętokrzyskim, Zarządzanie instytucją oświatową w zreformowanym systemie oświaty (2012) - studia podyplomowe | Uniwersytet Jagielloński w Krakowie, Mediacja i Inne Metody Alternatywnego Rozwiązywania (2012) - studia podyplomowe | Uniwersytet Ekonomiczny w Krakowie, MBA in Public Management (2018) - studia podyplomowe | Uniwersytet Mikołaja Kopernika w Toruniu, Audyt Wewnętrzny Sektora Finansów Publicznych (2019) - studia podyplomowe","menedżer, politolog"
419,Dariusz Wieczorek,Lewica,aktywny,41,Szczecin,Dariusz.Wieczorek@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/CBDF6607FAAF1BDCC1258A51003BA2A1/$File/419.jpg,15-10-2023,Nowa Lewica,15378,13-11-2023,poseł na Sejm RP IX kadencji,23-05-1965,Szczecin,wyższe,"Politechnika Szczecińska, Wydział Elektryczny, Elektroenergetyka - magister inżynier (1989) | Uniwersytet Ekonomiczny w Poznaniu, Organizacja i Zarządzanie Gospodarką Turystyczną (1994) - studia podyplomowe | Uniwersytet Szczeciński, Prawo Administracyjne i Samorządowe (2001) - studia podyplomowe",inżynier elektryk
420,Jarosław Wiesław Wieczorek,PiS,aktywny,29,Katowice,Jaroslaw.Wieczorek@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/904E0090B8F76BBAC1258A51003BA2A8/$File/420.jpg,15-10-2023,Prawo i Sprawiedliwość,23451,13-11-2023,brak,27-01-1981,Gliwice,wyższe,"Uniwersytet Śląski, Wydział Nauk Społecznych, Politologia - magister (2006)",
421,Monika Wielichowska,KO,aktywny,2,Wałbrzych,Monika.Wielichowska@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/04FCAF7BA3D394CDC1258A51003BA2AC/$File/421.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,52182,13-11-2023,"poseł na Sejm RP VI, VII, VIII i IX kadencji",04-10-1973,Nowa Ruda,wyższe,"Akademia Ekonomiczna we Wrocławiu, Wydział Gospodarki Regionalnej i Turystyki, Marketing - magister (1997) | Uniwersytet Wrocławski, Dziennikarstwo i Zarządzanie Informacją Public Relations (2005) - studia podyplomowe | Akademia Ekonomiczna we Wrocławiu, Menedżerskie Studium Podyplomowe, Obsługa i wykorzystanie funduszy unijnych wspierających polską samorządność i przedsiębiorczość (2007) - studia podyplomowe | Szkoła Główna Handlowa w Warszawie, Zarządzanie i Finansowanie Infrastruktury Drogowej (2012) - studia podyplomowe","dziennikarz, ekonomista, pracownik samorządowy"
422,Ryszard Wilk,Konfederacja,aktywny,14,Nowy Sącz,Ryszard.Wilk@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/82FA6D51A1E97A50C1258A51003BA2B1/$File/422.jpg,15-10-2023,Konfederacja Wolność i Niepodległość,19374,13-11-2023,brak,24-03-1987,Krynica-Zdrój,wyższe,"Uniwersytet Rolniczy w Krakowie, Wydział Geodezji Kartografii, Geodezja i Kartografia - inżynier (2015)",przedsiębiorca prywatny
423,Teresa Wilk,PiS,aktywny,34,Elbląg,Teresa.Wilk@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/52DB556BAD902BD5C1258A51003BA2B4/$File/423.jpg,,Prawo i Sprawiedliwość,9280,13-11-2023,brak,29-10-1952,Elbląg,średnie policealne/pomaturalne,"Policealne Studium Zawodowe, Wydział Ekonomiczny, Administracja Państwowa - technik (1984)",ekonomista
424,Przemysław Wipler,Konfederacja,aktywny,5,Toruń,Przemyslaw.Wipler@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/2FAA9015C7F24223C1258A51003BA2BC/$File/424.jpg,15-10-2023,Konfederacja Wolność i Niepodległość,13457,13-11-2023,poseł na Sejm RP VII kadencji,15-07-1978,Piekary Śląskie,wyższe,"Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (2002)","prawnik, przedsiębiorca prywatny"
425,Aleksandra Karolina Uznańska-Wiśniewska,KO,aktywny,9,Łódź,Aleksandra.Uznanska-Wisniewska@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/41C74A0BB9F3FA1DC1258A51003BA2C1/$File/425.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,25436,13-11-2023,brak,27-05-1994,Łódź,wyższe,"United World College of the Adriatic (UWC Adriatic), International Baccalaureate (IB) (2013) | London School of Economics and Political Science (LSE), LSE Government Department, Bachelor of Science in Politics and Philosophy - licencjat (2016) | University of Oxford, Blavatnik School of Government, Master of Public Policy - magister (2018)",politolog
426,Adrian Witczak,KO,aktywny,10,Piotrków Trybunalski,Adrian.Witczak@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/B2E8E059646C4003C1258A51003BA2C5/$File/426.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,16287,13-11-2023,brak,20-03-1991,Tomaszów Mazowiecki,wyższe,"Szkoła Główna Gospodarstwa Wiejskiego w Warszawie, Wydział Leśny, Leśnictwo - magister inżynier (2015) | Uniwersytet Łódzki, Wydział Biologii i Ochrony Środowiska, Biologia - magister (2015)",nauczyciel
427,Mariusz Witczak,KO,aktywny,36,Kalisz,Mariusz.Witczak@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/3CD25B1A79488F69C1258A51003BA2CA/$File/427.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,12754,13-11-2023,"poseł na Sejm RP VII, VIII i IX kadencji, senator VI i VII kadencji",14-04-1971,Koźminek,wyższe,"Nauczycielskie Kolegium Nauki Języków Obcych, Język Angielski (1996) | Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Nauk Społecznych, Politologia - magister (1997) | Uniwersytet im. Adama Mickiewicza w Poznaniu, Nauki Humanistyczne - doktor (2005)","politolog, polityk"
428,Elżbieta Witek,PiS,aktywny,1,Legnica,Elzbieta.Witek@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/6F7E748067B321BAC1258A51003BA2CF/$File/428.jpg,,Prawo i Sprawiedliwość,89172,13-11-2023,"poseł na Sejm RP V, VI, VII, VIII i IX kadencji",17-12-1957,Jawor,wyższe,"Uniwersytet Wrocławski, Wydział Filozoficzno-Historyczny, Historia - magister (1980) | Uniwersytet Wrocławski, Instytut Historii, Wiedza o Unii Europejskiej (1996) - studia podyplomowe",nauczyciel
429,Przemysław Witek,KO,aktywny,28,Częstochowa,Przemyslaw.Witek@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/66F216A5E20EE117C1258A51003BA2D3/$File/429.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,5121,13-11-2023,brak,16-03-1978,Lubliniec,wyższe,"Uniwersytet Wrocławski, Wydział Nauk Przyrodniczych - magister (2006) | Najwyższa Izba Kontroli, Aplikacja Kontrolerska I Stopnia (2009) | Polska Akademia Nauk, Audyt Wewnętrzny i Kontrola Wewnętrzna (2011) - studia podyplomowe | Najwyższa Izba Kontroli, Aplikacja Kontrolerska II Stopnia (2012) | Biuro Banku Światowego w Warszawie, Zarządzanie Finansowe i Procedury Zamówień Publicznych w Projektach Współfinansowanych ze Środków BS (2013) - studia podyplomowe | Akademia WSB, MBA w Ochronie Zdrowia (2024) - studia podyplomowe",urzędnik państwowy
430,Kamil Wnuk,Polska2050-TD,aktywny,32,Katowice,Kamil.Wnuk@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/6A3F124954DFCB1DC1258A51003BA2D8/$File/430.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,16310,13-11-2023,brak,22-05-1984,Sosnowiec,średnie ogólne,Liceum Ogólnokształcące w Sosnowcu (2003),politolog
431,Anna Wojciechowska,KO,aktywny,35,Olsztyn,Anna.Wojciechowska@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/CAD9B8726EDF4142C1258A51003BA2DD/$File/431.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,18828,13-11-2023,poseł na Sejm RP IX kadencji,29-02-1960,Suwałki,wyższe,"Wyższa Szkoła Finansów i Zarządzania w Białymstoku, Wydział Finansów i Informatyki, Finanse i Bankowość - licencjat (2003) | Wyższa Szkoła Finansów i Zarządzania w Białymstoku Filia w Ełku, Doradztwo Zawodowe (2010) - studia podyplomowe","doradca finansowy, pracownik administracji samorządowej"
432,Agnieszka Wojciechowska van Heukelom,PiS,aktywny,9,Łódź,Agnieszka.WojciechowskavanHeukelom@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/942CEE001C9A9938C1258A51003BA2E0/$File/432.jpg,,Prawo i Sprawiedliwość,10557,13-11-2023,brak,30-08-1964,Łódź,wyższe,"Uniwersytet Łódzki, Wydział Filologiczny, Filologia Polska (1989)",filolog
433,Agata Wojtyszek,PiS,aktywny,33,Kielce,Agata.Wojtyszek@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/4796D5BE0A7EFA5EC1258A51003BA2E6/$File/433.jpg,,Prawo i Sprawiedliwość,15405,13-11-2023,poseł na Sejm RP IX kadencji,23-10-1967,Starachowice,wyższe,"Wyższa Szkoła Pedagogiczna w Kielcach, Wydział Matematyczno-Przyrodniczy, Matematyka - magister (1990) | Politechnika Świętokrzyska w Kielcach, Informatyka (1999) - studia podyplomowe | Centrum Doskonalenia Kadr Oświatowych Starachowice, Organizacja i Zarządzanie Oświatą (2003) - studia podyplomowe | Centrum Doskonalenia Kadr Oświatowych Starachowice, Andragogika Przygotowująca do Pracy z Dorosłymi (2012) - studia podyplomowe | Centrum Doskonalenia Kadr Oświatowych Starachowice, Oligofrenopedagogika (2012) - studia podyplomowe",nauczyciel
434,Bogusław Wołoszański,KO,aktywny,10,Piotrków Trybunalski,Boguslaw.Woloszanski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/300E8C08A1FC1CA6C1258A51003BA2EB/$File/434.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,35202,13-11-2023,brak,22-03-1950,Piotrków Trybunalski,wyższe,"Uniwersytet Warszawski, Wydział Prawa i Administracji - magister (1971) | Studium Dziennikarstwa, Dziennikarstwo (1973) - studia podyplomowe",dziennikarz
435,Michał Woś,PiS,aktywny,30,Bielsko-Biała,Michal.Wos@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/11463714805E105EC1258A51003BA2F0/$File/435.jpg,15-10-2023,Prawo i Sprawiedliwość,39902,13-11-2023,poseł na Sejm RP IX kadencji,08-02-1991,Racibórz,wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Prawa i Administracji, Prawo - magister (2016) | Szkoła Główna Handlowa w Warszawie, Studia Menadżerskie (2018) - studia podyplomowe",prawnik
436,Grzegorz Woźniak,PiS,aktywny,18,Siedlce,Grzegorz.Wozniak@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/709DC3D00048196EC1258A51003BA2F4/$File/436.jpg,15-10-2023,Prawo i Sprawiedliwość,9088,13-11-2023,"poseł na Sejm RP VII, VIII i IX kadencji",18-12-1968,Garwolin,wyższe,"Uniwersytet Warszawski, Wydział Geografii i Studiów Regionalnych, Instytut Krajów Rozwijających się - Ameryka Łacińska - magister (1992) | Uniwersytet Warszawski, Centrum Studiów Latynoamerykańskich CESLA, Wiedza o Ameryce Łacińskiej (1994) - studia podyplomowe",menedżer
437,Tadeusz Woźniak,PiS,aktywny,11,Sieradz,Tadeusz.Wozniak@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/20ED89187E97EFF4C1258A51003BA2FA/$File/437.jpg,15-10-2023,Prawo i Sprawiedliwość,19691,13-11-2023,"poseł na Sejm RP V, VI, VII, VIII i IX kadencji",15-01-1960,Kutno,wyższe,"Wyższa Szkoła Pedagogiczna w Olsztynie, Wydział Humanistyczny, Historia - magister (1985) | Uniwersytet Warszawski, Samorząd Terytorialny i Rozwój Lokalny (1992) - studia podyplomowe | Wyższa Szkoła Administracji Publicznej w Łodzi, Administracja Publiczna (2000) - studia podyplomowe","nauczyciel, parlamentarzysta"
438,Michał Wójcik,PiS,aktywny,31,Katowice,Michal.Wojcik@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/9E235D8F4E264CC3C1258A51003BA2FE/$File/438.jpg,15-10-2023,Prawo i Sprawiedliwość,8270,13-11-2023,"poseł na Sejm RP V, VIII i IX kadencji",17-04-1971,Kraków,wyższe,"Uniwersytet Śląski, Wydział Prawa, Prawo - magister (1994) | Wyższa Szkoła Bankowości i Finansów w Katowicach, Rozwój podmiotów gospodarczych (1998) - studia podyplomowe | Uniwersytet Śląski, Wydział Nauk Społecznych, Nauki Społeczne, Nauki o Polityce - doktor (2017)",prawnik
439,Maciej Wróbel,KO,aktywny,35,Olsztyn,Maciej.Wrobel@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/A9BD2A8B1A476EEBC1258A51003BA302/$File/439.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,9837,13-11-2023,brak,16-10-1983,Giżycko,wyższe,"Wyższa Szkoła Pedagogiczna w Warszawie, Wydział Nauk Społecznych, Pedagogika - magister (2009)",dziennikarz
440,Bartłomiej Wróblewski,PiS,aktywny,39,Poznań,Bartlomiej.Wroblewski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/F1853B4624460BB5C1258A51003BA307/$File/440.jpg,15-10-2023,Prawo i Sprawiedliwość,28860,13-11-2023,poseł na Sejm RP VIII i IX kadencji,13-03-1975,Poznań,wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Prawa i Administracji, Prawo - magister (2000) | Reński Uniwersytet Fryderyka Wilhelma w Bonn, Prawo Państwowe - magister (2003) | Uniwersytet im. Adama Mickiewicza w Poznaniu, Nauki Prawne - doktor (2009)",nauczyciel akademicki
441,Paweł Zalewski,Polska2050-TD,aktywny,20,Warszawa,Pawel.Zalewski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/AE6C43A79C31AEACC1258A51003BA30C/$File/441.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,35395,13-11-2023,"poseł na Sejm RP I, V, VI i IX kadencji",25-09-1964,Warszawa,wyższe,"Uniwersytet Warszawski, Wydział Historyczny, Historia - magister (1990)",konsultant
442,Adrian Zandberg,Razem,aktywny,19,Warszawa,Adrian.Zandberg@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/96F518997D078CD3C1258A51003BA310/$File/442.jpg,15-10-2023,Nowa Lewica,64435,13-11-2023,poseł na Sejm RP IX kadencji,04-12-1979,Aalborg,wyższe,"Uniwersytet Warszawski, Wydział Historyczny, Historia - magister (2002) | Uniwersytet Warszawski, Historia (2006) - studia doktoranckie | Uniwersytet Warszawski, Nauki Humanistyczne - doktor (2007)",programista
443,Andrzej Tomasz Zapałowski,Konfederacja,aktywny,22,Krosno,Andrzej.Zapalowski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/2A8DD450AD69A108C1258A51003BA313/$File/443.jpg,15-10-2023,Konfederacja Wolność i Niepodległość,14475,13-11-2023,poseł na Sejm RP III kadencji,06-11-1966,Wałbrzych,wyższe,"Wyższa Szkoła Pedagogiczna w Krakowie, Wydział Humanistyczny, Historia - magister (1990) | Uniwersytet Marii Curie-Skłodowskiej Filia w Rzeszowie, Wydział Prawa, Prawo - magister (1996) | Akademia Obrony Narodowej, Bezpieczeństwo Narodowe (1999) - studia podyplomowe | Akademia Obrony Narodowej, Nauki Wojskowe - doktor (2003) | Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Ochrona własności intelektualnej (2016) - studia podyplomowe | Akademia Sztuki Wojennej, Nauki o Bezpieczeństwie - doktor habilitowany (2017)",nauczyciel akademicki
444,Bartosz Zawieja,KO,aktywny,39,Poznań,Bartosz.Zawieja@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/9561D4221B3E28E4C1258A51003BA318/$File/444.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,9103,13-11-2023,brak,02-03-1978,Poznań,wyższe,"Politechnika Poznańska, Wydział Maszyn Roboczych i Transportu, Transport - magister inżynier (2002) | Uniwersytet im. Adama Mickiewicza w Poznaniu, Zarządzanie Projektem UE (2003) - studia podyplomowe",urzędnik samorządowy
445,Marcelina Zawisza,Razem,aktywny,21,Opole,Marcelina.Zawisza@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/4A071BE8F2A4C563C1258A51003BA31D/$File/445.jpg,,Nowa Lewica,19388,13-11-2023,poseł na Sejm RP IX kadencji,03-05-1989,Katowice,wyższe,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Społecznych, Polityka Społeczna - licencjat (2012)",polityk
446,Sławomir Zawiślak,Konfederacja_KP,aktywny,7,Chełm,Slawomir.Zawislak@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/0C200BB9A43E2CD9C1258A51003BA320/$File/446.jpg,15-10-2023,Prawo i Sprawiedliwość,10936,13-11-2023,"poseł na Sejm RP V, VI, VII, VIII i IX kadencji",09-06-1963,Krasnobród,wyższe,"Katolicki Uniwersytet Lubelski, Wydział Humanistyczny, Historia - magister (2004) | Wyższa Szkoła Menedżerska w Warszawie, Executive Master of Business Administration (2016) - studia podyplomowe",parlamentarzysta
447,Bogdan Andrzej Zdrojewski,KO,wygasl,3,Wrocław,,https://orka.sejm.gov.pl/Poslowie10.nsf/0/F00ECC3AD3A4CDCBC1258A51003BA323/$File/447.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,85099,13-11-2023,"poseł na Sejm RP IV, V, VI i VII kadencji, senator IV i X kadencji",18-05-1957,Kłodzko,wyższe,"Policealne Studium Ekonomiczne, Ekonomika i Organizacja Przedsiębiorstw (1979) - studia podyplomowe | Uniwersytet Wrocławski, Wydział Filozoficzno-Historyczny, Filozofia - magister (1983) | Uniwersytet Wrocławski, Wydział Filozoficzno-Historyczny, Kulturoznawstwo - magister (1985)","filozof, polityk, kulturoznawca"
448,Witold Zembaczyński,KO,aktywny,21,Opole,Witold.Zembaczynski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/3D17129337D68D86C1258A51003BA328/$File/448.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,23647,13-11-2023,poseł na Sejm RP VIII i IX kadencji,28-12-1980,Opole,wyższe,"Uniwersytet Opolski, Instytut Politologii, Politologia - magister (2004)",politolog
449,Piotr Zgorzelski,PSL-TD,aktywny,16,Płock,Piotr.Zgorzelski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/4F5A69CBED01EC5AC1258A51003BA32C/$File/449.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,32011,13-11-2023,"poseł na Sejm RP VII, VIII i IX kadencji",17-09-1963,Płock,wyższe,"Uniwersytet Łódzki, Wydział Filozoficzno-Historyczny, Historia - magister (1990) | Uniwersytet Mikołaja Kopernika w Toruniu, Ekonomia (2002) - studia podyplomowe | Szkoła Wyższa im. Pawła Włodkowica w Płocku, Integracja Europejska (2007) - studia podyplomowe | Uniwersytet Warszawski, Menadżer publiczny (2010) - studia podyplomowe",urzędnik samorządowy
450,Zbigniew Ziejewski,PSL-TD,aktywny,34,Elbląg,Zbigniew.Ziejewski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/94F7F271C6C48B70C1258A51003BA331/$File/450.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,12695,13-11-2023,poseł na Sejm RP IX kadencji,28-11-1958,Morąg,wyższe,"Akademia Rolniczo-Techniczna w Olsztynie, Wydział Rolniczy, Rolnictwo - magister inżynier (1984) | Uniwersytet Mikołaja Kopernika w Toruniu, Organizacja i Zarządzanie Przedsiębiorstw (1992) - studia podyplomowe | Politechnika Gdańska, Szacowanie Nieruchomości (1997) - studia podyplomowe",inżynier rolnik
